Resumo,Chave da ocorrência,ID da ocorrência,Tipo de Item,Situação,Chave do projeto,Nome do projeto,Tipo de projeto,Líder do projeto,Descrição do projeto,URL do projeto,Prioridade,Resolução,Responsável,Solicitante,Criador,Criado,Atualizado,Última visualização,Resolvido,Versões Corrigidas,Data para Ficar Pronto,Votos,Rótulos,Descrição,Ambiente,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Tempo Estimado,Tempo Restante,Tempo Gasto,Razão Trabalhada,Σ da Estimativa Original,Σ da Estimativa Restante,Σ Tempo Gasto,Nível de Segurança,Link externo de ocorrência (Blocks),Anexos,Anexos,Campo personalizado (Development),Campo personalizado (Epic Colour),Campo personalizado (Epic Link),Campo personalizado (Epic Name),Campo personalizado (Epic Status),Campo personalizado (Gerada(s) durante),Campo personalizado (Rank),Sprint,Sprint,Sprint,Sprint,points,Campo personalizado (Test sessions),Campo personalizado (Testing status),Campo personalizado ([CHART] Date of First Response),Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário
Criar uma nova base de autocomplete para criação dos autocompletes que usam a API,ERP-177,10279,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,admin,admin,admin,17/mar/18 2:34 PM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.0.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-23T09:01:08.417-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|hzzzxi:zzy,Sprint 5,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Fazer manual interno de utilização das ferramentas para os colaboradores,ERP-176,10278,Treinamento,Cancelado,ERP,Bevicred ERP,software,admin,,,Medium,,admin,admin,admin,17/mar/18 12:24 PM,23/mar/18 6:06 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i000nr:,Sprint 5,,,,2.0,,,,,,,,,,,,,,,,,,,
Realizar documentação parcial do sistema junto ao Marcelo,ERP-172,10257,Documentação,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,15/mar/18 9:45 AM,17/mar/18 3:35 PM,19/abr/18 8:24 AM,15/mar/18 4:37 PM,,,0,Não-Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzzzi,Sprint 4,,,,13.0,,,,,,,,,,,,,,,,,,,
Desenvolver cartilha especificando o processo de trabalho adotado pelo setor,ERP-171,10256,Documentação,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,15/mar/18 9:44 AM,17/mar/18 3:34 PM,19/abr/18 8:24 AM,15/mar/18 4:36 PM,,,0,Não-Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzzz,Sprint 4,,,,13.0,,,,,,,,,,,,,,,,,,,
Garantir que os testes sejam executados pela manhã,ERP-170,10226,Outras Tarefas,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,12/mar/18 9:47 AM,16/mar/18 5:49 PM,19/abr/18 8:24 AM,16/mar/18 5:49 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzzy,Sprint 4,,,,1.0,,,,,,,,,,,,,,,,,,,
Publicar Token Bevicred na PlayStore,ERP-169,10225,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,priscila.alves,admin,admin,12/mar/18 9:45 AM,19/mar/18 1:56 PM,19/abr/18 8:24 AM,19/mar/18 1:56 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|hzzzy7:,Sprint 5,,,,5.0,,,,,,,,,,,,,,,,,,,
Publicar Token Bevicred na AppStore,ERP-168,10224,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,admin,admin,admin,12/mar/18 9:44 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|hzzzxi:zzx,Sprint 5,Sprint 7,,,5.0,,,,,,,,,,,,,,,,,,,
Adicionar senha de relatório no aplicativo da bevicred,ERP-167,10223,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,admin,admin,admin,12/mar/18 9:42 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-23T16:47:59.000-0300"",""dataType"":""repository""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|hzzzxi:zzv,Sprint 5,Sprint 7,,,1.0,,,,,,,,,,,,,,,,,,,
Implementar interface de hierarquia de divisões completa,ERP-166,10222,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,12/mar/18 9:39 AM,14/mar/18 11:56 AM,19/abr/18 8:24 AM,14/mar/18 11:56 AM,v1.0.0,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-14T11:56:46.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-4,,,,0|i00091:ezzzi,Sprint 4,,,,5.0,,,,,,,,,,,,,,,,,,,
Implementar interface de hierarquia de funcionários,ERP-165,10221,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,12/mar/18 9:38 AM,15/mar/18 5:31 PM,19/abr/18 8:24 AM,15/mar/18 5:31 PM,v1.0.0,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-15T17:31:28.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-4,,,,0|i0008z:ip,Sprint 4,,,,5.0,,,,,,,,,,,,,,,,,,,
Realizar treinamento quinta-feira,ERP-163,10219,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,12/mar/18 9:33 AM,17/mar/18 3:34 PM,19/abr/18 8:24 AM,16/mar/18 5:44 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzx,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Realizar treinamento quarta-feira,ERP-162,10218,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,12/mar/18 9:33 AM,17/mar/18 3:34 PM,19/abr/18 8:24 AM,16/mar/18 5:44 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzy,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Realizar treinamento segunda-feira,ERP-161,10217,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,Adriane.chagas,admin,admin,12/mar/18 9:32 AM,17/mar/18 3:34 PM,19/abr/18 8:24 AM,12/mar/18 7:03 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzz,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Realizar treinamento quinta-feia à noite,ERP-160,10216,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,elson.pedro,admin,admin,12/mar/18 9:31 AM,17/mar/18 3:33 PM,19/abr/18 8:24 AM,16/mar/18 5:44 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezz,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Realizar treinamento quarta-feira à noite,ERP-159,10215,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,elson.pedro,admin,admin,12/mar/18 9:31 AM,17/mar/18 3:34 PM,19/abr/18 8:24 AM,16/mar/18 5:44 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzi,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Realizar treinamento terça-feira à noite,ERP-158,10214,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,elson.pedro,admin,admin,12/mar/18 9:30 AM,17/mar/18 3:34 PM,19/abr/18 8:24 AM,16/mar/18 5:44 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzr,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Realizar treinamento segunda-feira à noite,ERP-157,10213,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,elson.pedro,admin,admin,12/mar/18 9:30 AM,17/mar/18 3:34 PM,19/abr/18 8:24 AM,12/mar/18 7:03 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezzv,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Fornecer treinamento na quinta-feira à noite,ERP-156,10212,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,12/mar/18 9:30 AM,17/mar/18 3:33 PM,19/abr/18 8:24 AM,16/mar/18 5:44 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezy,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Fornecer treinamento quarta-feira à noite,ERP-155,10211,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,12/mar/18 9:30 AM,17/mar/18 3:33 PM,19/abr/18 8:24 AM,16/mar/18 5:44 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezr,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Fornecer treinamento terça-feira à noite,ERP-154,10210,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,12/mar/18 9:29 AM,17/mar/18 3:33 PM,19/abr/18 8:24 AM,16/mar/18 5:44 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezv,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Fornecer treinamento segunda-feira à noite,ERP-153,10209,Treinamento,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,12/mar/18 9:29 AM,17/mar/18 3:33 PM,19/abr/18 8:24 AM,12/mar/18 7:03 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ezvi,Sprint 4,,,,2.0,,,,,,,,,,,,,,,,,,,
Curso não possui nome e descrição nos campos,ERP-151,10198,Resolução de Defeito,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,alessandro.navarro,admin,admin,08/mar/18 2:49 PM,12/mar/18 7:40 AM,19/abr/18 8:24 AM,09/mar/18 12:01 PM,v1.0.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-03-19T16:46:57.000-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-14,,,,0|i00091:ez,Sprint 3,,,,1.0,,,,,,,,,,,,,,,,,,,
Atualiar versão do ubuntu utilizado pelo vagrant para 16.04,ERP-150,10191,Melhoria,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,07/mar/18 5:18 PM,12/mar/18 10:57 AM,19/abr/18 8:24 AM,09/mar/18 9:53 AM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-14T12:11:25.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i00091:ey,Sprint 3,Sprint 4,,,1.0,,,,,,,,,,,,,,,,,,,
Montar termo de abertura de projeto para o projeto da imobiliaria,ERP-149,10183,Outras Tarefas,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,07/mar/18 9:12 AM,07/mar/18 11:33 AM,19/abr/18 8:24 AM,07/mar/18 11:33 AM,,,0,,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:ex,Sprint 3,,,,1.0,,,,,,,,,,,,,,,,,,,
Publicar documentação do sistema,ERP-148,10175,Outras Tarefas,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,06/mar/18 9:56 AM,12/mar/18 5:52 PM,19/abr/18 8:24 AM,12/mar/18 5:52 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:et,Sprint 3,Sprint 4,,,2.0,,,,,,,,,,,,,,,,,,,
Criar conta na AppStore para a Bevicred,ERP-147,10173,Outras Tarefas,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,06/mar/18 9:00 AM,17/mar/18 10:39 AM,19/abr/18 8:24 AM,17/mar/18 10:39 AM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:er,Sprint 3,Sprint 4,,,3.0,,,,"12/mar/18 10:14 AM;admin;Enviada requisição para Apple:

We’ve received your enrollment request. Once we verify that you have the authority to bind your organization to Apple Developer Program legal agreements, we’ll email you with instructions on how to complete your enrollment. 
 
 Enrollment ID: PALF878BTS
 Email: [lucas.araujo@bevicred.com.br|mailto:lucas.araujo@bevicred.com.br]
 Work Email: [lucas.araujo@bevicred.com.br|mailto:lucas.araujo@bevicred.com.br]
 Legal Entity: Bevicred Informacoes Cadastrais Ltda Me
 Address: Av. Manoel Goulart 300
 PRESIDENTE PRUDENTE, SAO PAULO 19010-270
 Brazil
 Verification Contact: Lucas Araujo
 Software Engineer 
 [lucas.araujo@bevicred.com.br|mailto:lucas.araujo@bevicred.com.br] 
 44997429237 
 
 If you have any questions, [contact us|https://developer.apple.com/contact/submit/].",,,,,,,,,,,,,,,
Criar conta da PlayStore para a Bevicred,ERP-146,10172,Outras Tarefas,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,06/mar/18 9:00 AM,12/mar/18 1:10 PM,19/abr/18 8:24 AM,12/mar/18 1:10 PM,,,0,Planejado,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-12T16:20:46.072-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i00091:ev,Sprint 3,Sprint 4,,,3.0,,,,12/mar/18 10:39 AM;admin;Criado o documento para aprovação do Marcos.,,,,,,,,,,,,,,,
Levantamento de pacote de requisitos para melhoria do código,ERP-145,10169,Outras Tarefas,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,05/mar/18 11:47 AM,05/mar/18 11:48 AM,19/abr/18 8:24 AM,05/mar/18 11:48 AM,,,0,,Realizar levantamento de requisitos a partir do feedback fornecido pelo scrutinizer para melhoria da score do código desenvolvido.,,admin,,,,,,,,,,,,,,,,,{},,,,,,0|i00091:e,Sprint 3,,,,1.0,,,,"05/mar/18 11:48 AM;admin;Segue a relação dos requisitos levantados:

* [https://bevicred.atlassian.net/wiki/spaces/BE/pages/34013286/Pacote+de+Requisitos+2018-03-05-01]
",,,,,,,,,,,,,,,
Implementação do cálculo de cobertura de testes no Scrutinizer-CI,ERP-144,10168,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,05/mar/18 11:24 AM,07/mar/18 3:11 PM,19/abr/18 8:24 AM,07/mar/18 3:11 PM,,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2018-03-07T17:23:50.000-0300"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-143,,,,0|i00091:ei,Sprint 3,,,,20.0,,,,"07/mar/18 1:02 PM;admin;A pontuação foi alterada, pois acabei levando um dia e meio de trabalho consecutivo para conseguir entregar essa pipeline. A complexidade se deu em função de erros de compatibilidade de versão entre os pacotes e particularidades de processos dentro do próprio sistema de virtualização do scrutinizer.",,,,,,,,,,,,,,,
Melhoria dos trechos de códigos apontados como ruins pelo scrutinizer-ci.,ERP-143,10167,Épico,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,05/mar/18 11:15 AM,23/mar/18 5:43 PM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},ghx-label-5,,Melhoria de Código,To Do,,0|i000z7:,,,,,,,,,,,,,,,,,,,,,,,,
Melhorar código em 	Table\AbstractTable::updateAll(),ERP-142,10166,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:14 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:zzr,Sprint 7,,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em AuthenticationService::authenticate(),ERP-141,10165,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:14 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:zzi,Sprint 7,,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em MetaController::apuraMetaDiariaEquipeAction(),ERP-140,10164,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:14 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:zz,Sprint 7,,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em 	MetaController::apuraMetaDiariaVendedorAction(),ERP-139,10163,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:14 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:zy,Sprint 7,,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em Requisicao\Requisicao::getTipo(),ERP-138,10162,Melhoria,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,elson.pedro,admin,admin,05/mar/18 11:14 AM,03/abr/18 11:26 AM,19/abr/18 8:24 AM,03/abr/18 11:26 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-03T11:25:53.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-143,,,,0|hzzzxi:zx,Sprint 7,,,,2.0,,,,03/abr/18 10:34 AM;admin;Pull request com erro na build.,,,,,,,,,,,,,,,
Melhorar código em 	Prospeccao\Prospeccao::toArray(),ERP-137,10161,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:13 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:zv,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em 	EquipeDeAtendimentoController::apurarTodasAction(),ERP-136,10160,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:13 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:zr,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em Generic\Model\Pessoa\Pessoa::toArray(),ERP-135,10159,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:13 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:zi,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em EquipeDeAtendimentoController::apurarMetaAction(),ERP-134,10158,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:13 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:z,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em 	Lancamento::atualizaSaldoDiario(),ERP-133,10157,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:13 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:y,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em MetaController::apuraMetaAcumuladaBurndownAction(),ERP-132,10156,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:13 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:x,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em 	Factory\Sql\WhereFactory::fromArray(),ERP-131,10155,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:13 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-143,,,,0|hzzzxi:v,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em Controller\IndexController::indexAction(),ERP-130,10154,Melhoria,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,elson.pedro,admin,admin,05/mar/18 11:12 AM,06/abr/18 9:13 AM,19/abr/18 8:24 AM,06/abr/18 9:13 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-05T09:30:55.010-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-143,,,,0|hzzzxi:r,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em Factory\Sql\SelectFactory::fromParams(),ERP-129,10153,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,elson.pedro,admin,admin,05/mar/18 11:12 AM,09/abr/18 7:01 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-10T17:52:00.430-0300"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-143,,,,0|hzzzxi:i,Sprint 6,Sprint 7,,,2.0,,,,,,,,,,,,,,,,,,,
Melhorar código em BancoPanXlsStrategy201801::getFatores(),ERP-128,10152,Melhoria,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,elson.pedro,admin,admin,05/mar/18 11:12 AM,28/mar/18 10:26 AM,19/abr/18 8:24 AM,28/mar/18 10:26 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-03-28T10:25:44.000-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-143,,,,0|i000bq:qv,Sprint 6,,,,2.0,,,,,,,,,,,,,,,,,,,
